Rank,Name,Role,Game Type,Map,Game Rank,KD,KDA,Win %,Pick %,Avg. Score,First Blood %,Matches
12,Neon,duelist,Competitive,Pearl,Silver 2,1.02, 16.2  /  15.8  /  4.3 ,49.3%,2.8%,234,0.1%,"8,303"
13,Viper,controller,Competitive,Pearl,Silver 2,0.98, 14.2  /  14.5  /  5.8 ,49.3%,5.9%,204,0.1%,"17,507"
14,Harbor,controller,Competitive,Pearl,Silver 2,0.91, 13.8  /  15.1  /  5.8 ,48.9%,1.5%,194,0.1%,"4,370"
15,Cypher,sentinel,Competitive,Pearl,Silver 2,0.99, 14.2  /  14.3  /  5 ,48.8%,4.0%,198,0.2%,"11,921"
16,Skye,initiator,Competitive,Pearl,Silver 2,0.94, 14  /  14.9  /  7.5 ,48.4%,3.7%,201,0.1%,"11,029"
17,Omen,controller,Competitive,Pearl,Silver 2,0.98, 14.8  /  15.1  /  5.9 ,47.7%,5.2%,208,0.1%,"15,457"
18,Chamber,sentinel,Competitive,Pearl,Silver 2,1.09, 15.9  /  14.6  /  3.3 ,47.1%,3.5%,220,0.1%,"10,545"
19,Yoru,duelist,Competitive,Pearl,Silver 2,1.03, 15.8  /  15.4  /  4.4 ,47.0%,2.2%,222,0.1%,"6,522"
20,KAY/O,initiator,Competitive,Pearl,Silver 2,0.91, 14.1  /  15.4  /  8.3 ,46.0%,3.7%,204,0.1%,"10,946"
1,Phoenix,duelist,Competitive,Lotus,Silver 2,1.14, 17  /  15  /  4.6 ,51.5%,4.2%,244,0.1%,"12,426"
2,Brimstone,controller,Competitive,Lotus,Silver 2,0.97, 14.4  /  14.8  /  7.2 ,51.3%,4.9%,208,0.1%,"14,431"
3,Reyna,duelist,Competitive,Lotus,Silver 2,1.2, 18.2  /  15.2  /  4.5 ,50.9%,13.3%,257,0.1%,"39,493"
4,Sage,sentinel,Competitive,Lotus,Silver 2,0.91, 13.4  /  14.7  /  6.9 ,50.5%,10.7%,191,0.1%,"31,744"
5,Fade,initiator,Competitive,Lotus,Silver 2,0.95, 14.2  /  15  /  6 ,50.4%,4.4%,201,0.1%,"12,994"
6,Killjoy,sentinel,Competitive,Lotus,Silver 2,0.99, 14.1  /  14.2  /  4 ,50.3%,6.3%,201,0.2%,"18,656"
7,Jett,duelist,Competitive,Lotus,Silver 2,1.12, 17.3  /  15.5  /  3.9 ,50.1%,7.6%,245,0.1%,"22,626"
8,Raze,duelist,Competitive,Lotus,Silver 2,1.07, 16.6  /  15.5  /  5.1 ,50.1%,7.4%,243,0.1%,"21,854"
9,Viper,controller,Competitive,Lotus,Silver 2,1.0, 14.5  /  14.5  /  5.4 ,49.9%,2.7%,207,0.1%,"8,124"
10,Neon,duelist,Competitive,Lotus,Silver 2,1.02, 16.3  /  15.9  /  4.3 ,49.8%,3.0%,232,0.1%,"8,908"
11,Astra,controller,Competitive,Lotus,Silver 2,1.03, 15.1  /  14.8  /  5.5 ,49.7%,1.5%,208,0.1%,"4,417"
12,Breach,initiator,Competitive,Lotus,Silver 2,0.94, 14.4  /  15.3  /  6.2 ,49.5%,4.1%,205,0.1%,"12,263"
13,Cypher,sentinel,Competitive,Lotus,Silver 2,1.0, 14.5  /  14.4  /  4.8 ,49.5%,3.5%,201,0.2%,"10,431"
14,Chamber,sentinel,Competitive,Lotus,Silver 2,1.08, 15.9  /  14.8  /  3.3 ,48.6%,3.3%,220,0.1%,"9,789"
15,Omen,controller,Competitive,Lotus,Silver 2,0.98, 14.9  /  15.1  /  5.9 ,48.5%,7.4%,209,0.1%,"21,888"
16,Yoru,duelist,Competitive,Lotus,Silver 2,1.0, 15.3  /  15.3  /  4.3 ,48.4%,2.2%,217,0.1%,"6,451"
17,Skye,initiator,Competitive,Lotus,Silver 2,0.93, 14  /  15  /  7.5 ,48.4%,4.7%,199,0.1%,"13,991"
18,Sova,initiator,Competitive,Lotus,Silver 2,0.97, 14.4  /  14.8  /  5.3 ,47.7%,3.4%,205,0.1%,"10,237"
19,KAY/O,initiator,Competitive,Lotus,Silver 2,0.91, 14  /  15.5  /  8.5 ,47.1%,3.8%,204,0.1%,"11,265"
20,Harbor,controller,Competitive,Lotus,Silver 2,0.92, 14  /  15.2  /  5.5 ,46.3%,1.6%,197,0.1%,"4,832"
1,Reyna,duelist,Competitive,All,Silver 3,1.2, 18.4  /  15.3  /  4.6 ,50.8%,13.2%,259,0.1%,"266,965"
2,Killjoy,sentinel,Competitive,All,Silver 3,1.01, 14.2  /  14.2  /  4.1 ,50.7%,6.6%,203,0.2%,"133,901"
3,Phoenix,duelist,Competitive,All,Silver 3,1.13, 17.2  /  15.1  /  4.6 ,50.6%,3.9%,245,0.1%,"77,774"
4,Sage,sentinel,Competitive,All,Silver 3,0.92, 13.5  /  14.6  /  7.1 ,50.5%,11.3%,192,0.1%,"227,913"
5,Brimstone,controller,Competitive,All,Silver 3,0.98, 14.5  /  14.8  /  7.8 ,50.5%,5.4%,209,0.1%,"109,752"
6,Raze,duelist,Competitive,All,Silver 3,1.07, 16.7  /  15.6  /  5 ,50.4%,7.3%,245,0.1%,"146,235"
7,Viper,controller,Competitive,All,Silver 3,1.0, 14.6  /  14.6  /  5.6 ,49.9%,4.2%,206,0.2%,"85,111"
8,Jett,duelist,Competitive,All,Silver 3,1.13, 17.6  /  15.6  /  4 ,49.8%,8.9%,248,0.1%,"178,542"
9,Astra,controller,Competitive,All,Silver 3,1.05, 15.2  /  14.5  /  6 ,49.6%,1.5%,210,0.1%,"30,364"
10,Sova,initiator,Competitive,All,Silver 3,1.0, 14.6  /  14.6  /  5.4 ,49.5%,4.6%,208,0.1%,"92,947"
11,Fade,initiator,Competitive,All,Silver 3,0.96, 14.3  /  15  /  6.2 ,49.4%,4.4%,202,0.1%,"88,986"
12,Cypher,sentinel,Competitive,All,Silver 3,1.02, 14.6  /  14.4  /  4.9 ,49.1%,3.4%,203,0.1%,"69,320"
13,Skye,initiator,Competitive,All,Silver 3,0.94, 14.1  /  15  /  7.5 ,48.9%,3.5%,201,0.1%,"71,572"
14,Breach,initiator,Competitive,All,Silver 3,0.95, 14.6  /  15.3  /  6.2 ,48.6%,3.1%,206,0.1%,"61,981"
15,Chamber,sentinel,Competitive,All,Silver 3,1.09, 16.1  /  14.8  /  3.2 ,48.5%,3.0%,222,0.1%,"60,370"
16,Omen,controller,Competitive,All,Silver 3,1.0, 15  /  15.1  /  6.3 ,48.5%,6.8%,211,0.1%,"137,870"
17,Neon,duelist,Competitive,All,Silver 3,1.02, 16.3  /  16  /  4.3 ,47.8%,2.5%,233,0.1%,"50,335"
18,KAY/O,initiator,Competitive,All,Silver 3,0.92, 14.1  /  15.3  /  8.4 ,47.0%,3.5%,205,0.1%,"71,120"
19,Yoru,duelist,Competitive,All,Silver 3,1.02, 15.7  /  15.5  /  4.3 ,46.9%,1.8%,221,0.1%,"36,108"
20,Harbor,controller,Competitive,All,Silver 3,0.91, 14  /  15.3  /  5.7 ,46.3%,1.0%,196,0.1%,"19,174"
1,Brimstone,controller,Competitive,Split,Silver 3,0.99, 14.7  /  14.8  /  7.9 ,51.2%,5.3%,212,0.1%,"15,386"
2,Reyna,duelist,Competitive,Split,Silver 3,1.18, 18.2  /  15.4  /  4.6 ,50.7%,12.8%,257,0.1%,"37,166"
3,Sage,sentinel,Competitive,Split,Silver 3,0.94, 13.7  /  14.7  /  7.4 ,50.7%,12.8%,194,0.1%,"37,271"
4,Raze,duelist,Competitive,Split,Silver 3,1.08, 16.9  /  15.7  /  5.1 ,50.6%,9.5%,248,0.1%,"27,557"
5,Astra,controller,Competitive,Split,Silver 3,1.05, 15.4  /  14.6  /  6 ,50.6%,1.7%,211,0.1%,"5,030"
6,Killjoy,sentinel,Competitive,Split,Silver 3,1.02, 14.6  /  14.3  /  4.2 ,50.5%,6.4%,207,0.2%,"18,617"
7,Fade,initiator,Competitive,Split,Silver 3,0.96, 14.4  /  15  /  6.1 ,49.7%,4.0%,203,0.1%,"11,652"
8,Skye,initiator,Competitive,Split,Silver 3,0.95, 14.4  /  15.1  /  7.6 ,49.7%,4.0%,202,0.1%,"11,477"
9,Phoenix,duelist,Competitive,Split,Silver 3,1.11, 16.9  /  15.2  /  4.7 ,49.6%,3.5%,243,0.1%,"10,295"
10,Cypher,sentinel,Competitive,Split,Silver 3,1.04, 14.9  /  14.3  /  5.1 ,49.5%,4.4%,207,0.2%,"12,873"
11,Jett,duelist,Competitive,Split,Silver 3,1.11, 17.5  /  15.8  /  4 ,48.8%,7.9%,247,0.1%,"23,056"
12,Chamber,sentinel,Competitive,Split,Silver 3,1.1, 16.2  /  14.8  /  3.3 ,48.7%,2.4%,224,0.1%,"7,023"
13,Omen,controller,Competitive,Split,Silver 3,1.01, 15.2  /  15  /  6.3 ,48.6%,7.9%,213,0.1%,"23,039"
14,Viper,controller,Competitive,Split,Silver 3,1.0, 14.6  /  14.6  /  5.3 ,48.4%,3.3%,207,0.2%,"9,612"
15,Breach,initiator,Competitive,Split,Silver 3,0.95, 14.7  /  15.4  /  6.2 ,48.2%,2.7%,208,0.1%,"7,780"
16,Sova,initiator,Competitive,Split,Silver 3,0.98, 14.5  /  14.8  /  5.2 ,48.1%,3.3%,208,0.1%,"9,645"
17,Neon,duelist,Competitive,Split,Silver 3,0.99, 15.9  /  16  /  4.2 ,47.4%,2.1%,227,0.1%,"5,992"
18,KAY/O,initiator,Competitive,Split,Silver 3,0.92, 14.1  /  15.3  /  8.3 ,46.8%,3.4%,205,0.1%,"10,018"
19,Yoru,duelist,Competitive,Split,Silver 3,1.0, 15.6  /  15.6  /  4.4 ,44.7%,1.7%,220,0.1%,"4,845"
20,Harbor,controller,Competitive,Split,Silver 3,0.91, 14  /  15.4  /  5.5 ,44.4%,0.7%,197,0.1%,"2,060"
1,Brimstone,controller,Competitive,Ascent,Silver 3,0.99, 14.6  /  14.8  /  8.5 ,51.7%,6.1%,210,0.1%,"17,790"
2,Phoenix,duelist,Competitive,Ascent,Silver 3,1.13, 17.1  /  15.2  /  4.8 ,51.0%,4.0%,245,0.1%,"11,566"
3,Reyna,duelist,Competitive,Ascent,Silver 3,1.18, 18.2  /  15.4  /  4.6 ,50.8%,12.9%,255,0.1%,"37,376"
4,Raze,duelist,Competitive,Ascent,Silver 3,1.06, 16.5  /  15.6  /  5.2 ,50.7%,7.1%,244,0.1%,"20,566"
5,Killjoy,sentinel,Competitive,Ascent,Silver 3,1.02, 14.3  /  14  /  4.1 ,50.2%,9.8%,204,0.2%,"28,281"
6,Sage,sentinel,Competitive,Ascent,Silver 3,0.93, 13.6  /  14.6  /  7.1 ,50.2%,10.1%,193,0.1%,"29,204"
7,Cypher,sentinel,Competitive,Ascent,Silver 3,1.02, 14.6  /  14.3  /  5 ,50.0%,2.9%,202,0.2%,"8,530"
8,Jett,duelist,Competitive,Ascent,Silver 3,1.12, 17.6  /  15.7  /  3.9 ,50.0%,9.5%,248,0.1%,"27,448"
9,Sova,initiator,Competitive,Ascent,Silver 3,1.03, 14.9  /  14.5  /  5.7 ,50.0%,6.8%,212,0.1%,"19,639"
10,Skye,initiator,Competitive,Ascent,Silver 3,0.94, 14.1  /  15  /  7.8 ,49.6%,2.9%,200,0.1%,"8,373"
11,Fade,initiator,Competitive,Ascent,Silver 3,0.95, 14.3  /  15  /  6.3 ,49.1%,3.9%,201,0.1%,"11,410"
12,Omen,controller,Competitive,Ascent,Silver 3,1.0, 15  /  15  /  7 ,49.0%,8.1%,211,0.1%,"23,448"
13,Viper,controller,Competitive,Ascent,Silver 3,0.99, 14.5  /  14.6  /  5.6 ,48.8%,2.4%,205,0.1%,"7,015"
14,Astra,controller,Competitive,Ascent,Silver 3,1.03, 15  /  14.5  /  6.6 ,48.5%,1.6%,209,0.1%,"4,724"
15,Chamber,sentinel,Competitive,Ascent,Silver 3,1.08, 16.1  /  14.9  /  3.2 ,48.0%,2.5%,222,0.1%,"7,110"
16,Harbor,controller,Competitive,Ascent,Silver 3,0.91, 14.1  /  15.5  /  5.9 ,47.8%,0.6%,197,0.1%,"1,809"
17,Breach,initiator,Competitive,Ascent,Silver 3,0.95, 14.5  /  15.4  /  6.3 ,47.8%,1.9%,205,0.1%,"5,506"
18,Yoru,duelist,Competitive,Ascent,Silver 3,1.02, 15.8  /  15.5  /  4.4 ,47.8%,1.5%,222,0.1%,"4,457"
19,KAY/O,initiator,Competitive,Ascent,Silver 3,0.92, 14.1  /  15.3  /  8.2 ,46.6%,3.5%,203,0.1%,"10,180"
20,Neon,duelist,Competitive,Ascent,Silver 3,0.99, 16  /  16.1  /  4.3 ,44.4%,1.9%,227,0.1%,"5,414"
1,Sova,initiator,Competitive,Haven,Silver 3,1.02, 14.7  /  14.5  /  5.4 ,51.4%,5.4%,209,0.1%,"15,665"
2,Reyna,duelist,Competitive,Haven,Silver 3,1.19, 18.3  /  15.4  /  4.5 ,51.0%,13.4%,258,0.1%,"38,820"
3,Brimstone,controller,Competitive,Haven,Silver 3,0.98, 14.5  /  14.8  /  7.9 ,50.7%,6.0%,208,0.1%,"17,294"
4,Sage,sentinel,Competitive,Haven,Silver 3,0.92, 13.6  /  14.7  /  7 ,50.6%,11.4%,192,0.1%,"32,990"
5,Phoenix,duelist,Competitive,Haven,Silver 3,1.14, 17.4  /  15.2  /  4.6 ,50.6%,4.2%,247,0.1%,"12,080"
6,Killjoy,sentinel,Competitive,Haven,Silver 3,0.99, 14.1  /  14.2  /  4 ,50.3%,6.1%,201,0.2%,"17,751"
7,Fade,initiator,Competitive,Haven,Silver 3,0.95, 14.2  /  15  /  6.3 ,50.1%,4.1%,201,0.1%,"12,014"
8,Jett,duelist,Competitive,Haven,Silver 3,1.12, 17.5  /  15.6  /  3.9 ,50.0%,9.3%,247,0.1%,"27,076"
9,Raze,duelist,Competitive,Haven,Silver 3,1.07, 16.7  /  15.6  /  4.9 ,49.7%,6.7%,244,0.1%,"19,402"
10,Cypher,sentinel,Competitive,Haven,Silver 3,1.02, 14.6  /  14.4  /  4.9 ,49.5%,3.6%,203,0.1%,"10,465"
11,Astra,controller,Competitive,Haven,Silver 3,1.04, 15.1  /  14.5  /  5.9 ,49.5%,1.4%,208,0.1%,"4,069"
12,Skye,initiator,Competitive,Haven,Silver 3,0.95, 14.2  /  15  /  7.3 ,49.2%,3.7%,203,0.1%,"10,827"
13,Omen,controller,Competitive,Haven,Silver 3,1.0, 15.1  /  15.1  /  6.5 ,48.4%,9.1%,211,0.1%,"26,494"
14,Breach,initiator,Competitive,Haven,Silver 3,0.95, 14.5  /  15.3  /  6.1 ,48.3%,2.7%,206,0.1%,"7,751"
15,Viper,controller,Competitive,Haven,Silver 3,0.97, 14.4  /  14.7  /  5.5 ,47.9%,2.1%,204,0.1%,"6,012"
16,Chamber,sentinel,Competitive,Haven,Silver 3,1.08, 16  /  14.8  /  3.2 ,47.4%,3.0%,221,0.1%,"8,810"
17,KAY/O,initiator,Competitive,Haven,Silver 3,0.92, 14  /  15.3  /  8.5 ,46.9%,3.2%,205,0.1%,"9,334"
18,Yoru,duelist,Competitive,Haven,Silver 3,1.03, 15.9  /  15.4  /  4.2 ,46.7%,1.8%,222,0.1%,"5,115"
19,Neon,duelist,Competitive,Haven,Silver 3,0.99, 16  /  16.1  /  4.1 ,46.2%,2.2%,228,0.1%,"6,452"
20,Harbor,controller,Competitive,Haven,Silver 3,0.94, 14.4  /  15.2  /  5.7 ,46.1%,0.6%,201,0.1%,"1,765"
1,Viper,controller,Competitive,Icebox,Silver 3,1.01, 14.7  /  14.6  /  5.5 ,51.0%,8.7%,207,0.2%,"25,166"
2,Killjoy,sentinel,Competitive,Icebox,Silver 3,1.0, 14.1  /  14.2  /  4 ,50.7%,6.0%,202,0.2%,"17,460"
3,Reyna,duelist,Competitive,Icebox,Silver 3,1.2, 18.5  /  15.4  /  4.4 ,50.6%,13.4%,259,0.1%,"38,647"
4,Sage,sentinel,Competitive,Icebox,Silver 3,0.91, 13.4  /  14.7  /  6.9 ,50.6%,13.0%,190,0.1%,"37,627"
5,Astra,controller,Competitive,Icebox,Silver 3,1.06, 15.4  /  14.5  /  5.2 ,50.2%,0.6%,213,0.1%,"1,829"
6,Raze,duelist,Competitive,Icebox,Silver 3,1.07, 16.7  /  15.6  /  4.7 ,50.1%,7.0%,243,0.1%,"20,292"
7,Jett,duelist,Competitive,Icebox,Silver 3,1.14, 17.8  /  15.7  /  4 ,50.0%,10.1%,253,0.1%,"29,101"
8,Phoenix,duelist,Competitive,Icebox,Silver 3,1.11, 16.9  /  15.2  /  4.4 ,49.8%,3.2%,239,0.1%,"9,304"
9,Fade,initiator,Competitive,Icebox,Silver 3,0.96, 14.3  /  15  /  6.2 ,49.6%,3.7%,203,0.1%,"10,576"
10,Chamber,sentinel,Competitive,Icebox,Silver 3,1.1, 16.2  /  14.7  /  3.1 ,49.2%,3.2%,223,0.1%,"9,204"
11,Sova,initiator,Competitive,Icebox,Silver 3,1.0, 14.6  /  14.6  /  5.2 ,48.8%,7.3%,206,0.1%,"21,091"
12,Neon,duelist,Competitive,Icebox,Silver 3,1.02, 16.4  /  16  /  4.2 ,48.6%,2.3%,234,0.1%,"6,756"
13,Omen,controller,Competitive,Icebox,Silver 3,1.0, 15.3  /  15.3  /  5.5 ,48.2%,5.8%,215,0.1%,"16,789"
14,Skye,initiator,Competitive,Icebox,Silver 3,0.94, 14.1  /  15  /  7.1 ,48.0%,2.8%,202,0.1%,"8,047"
15,Cypher,sentinel,Competitive,Icebox,Silver 3,0.99, 14.5  /  14.6  /  4.6 ,47.9%,1.8%,200,0.1%,"5,289"
16,Breach,initiator,Competitive,Icebox,Silver 3,0.93, 14.5  /  15.5  /  5.8 ,47.2%,1.5%,206,0.1%,"4,336"
17,Brimstone,controller,Competitive,Icebox,Silver 3,0.95, 14.3  /  15  /  6.7 ,47.2%,3.3%,206,0.1%,"9,500"
18,Yoru,duelist,Competitive,Icebox,Silver 3,1.0, 15.4  /  15.5  /  4.1 ,47.0%,1.9%,217,0.1%,"5,405"
19,KAY/O,initiator,Competitive,Icebox,Silver 3,0.93, 14.3  /  15.3  /  8.4 ,46.8%,3.7%,207,0.1%,"10,777"
20,Harbor,controller,Competitive,Icebox,Silver 3,0.92, 14.1  /  15.4  /  5.6 ,45.9%,0.8%,198,0.1%,"2,203"
1,Killjoy,sentinel,Competitive,Fracture,Silver 3,1.0, 14.1  /  14.1  /  4.3 ,51.5%,6.7%,202,0.2%,"19,229"
2,Reyna,duelist,Competitive,Fracture,Silver 3,1.22, 18.5  /  15.2  /  4.6 ,50.8%,13.1%,260,0.1%,"37,519"
3,Raze,duelist,Competitive,Fracture,Silver 3,1.08, 16.6  /  15.4  /  4.9 ,50.7%,6.8%,243,0.1%,"19,579"
4,Brimstone,controller,Competitive,Fracture,Silver 3,1.0, 14.6  /  14.6  /  7.8 ,50.6%,7.8%,210,0.1%,"22,281"
5,Viper,controller,Competitive,Fracture,Silver 3,0.97, 14.3  /  14.6  /  5.5 ,50.2%,4.5%,202,0.2%,"12,842"
6,Sage,sentinel,Competitive,Fracture,Silver 3,0.92, 13.3  /  14.5  /  6.9 ,50.1%,10.5%,190,0.1%,"30,004"
7,Fade,initiator,Competitive,Fracture,Silver 3,0.95, 14.2  /  14.9  /  6.2 ,50.0%,4.2%,201,0.1%,"11,996"
8,Jett,duelist,Competitive,Fracture,Silver 3,1.14, 17.6  /  15.4  /  4 ,50.0%,8.2%,249,0.1%,"23,346"
9,Phoenix,duelist,Competitive,Fracture,Silver 3,1.13, 17.1  /  15  /  4.6 ,49.8%,3.5%,244,0.1%,"10,134"
10,Sova,initiator,Competitive,Fracture,Silver 3,0.98, 14.4  /  14.7  /  5.4 ,49.1%,2.7%,206,0.1%,"7,697"
11,Skye,initiator,Competitive,Fracture,Silver 3,0.94, 13.9  /  14.8  /  7.2 ,49.0%,3.5%,199,0.1%,"9,934"
12,Breach,initiator,Competitive,Fracture,Silver 3,0.96, 14.5  /  15.2  /  6.2 ,48.9%,6.4%,206,0.1%,"18,442"
13,Neon,duelist,Competitive,Fracture,Silver 3,1.05, 16.7  /  16  /  4.4 ,48.9%,3.5%,238,0.1%,"10,136"
14,Cypher,sentinel,Competitive,Fracture,Silver 3,1.01, 14.6  /  14.4  /  5 ,48.8%,3.7%,203,0.1%,"10,525"
15,Chamber,sentinel,Competitive,Fracture,Silver 3,1.08, 16  /  14.8  /  3.3 ,48.4%,3.0%,222,0.1%,"8,679"
16,KAY/O,initiator,Competitive,Fracture,Silver 3,0.93, 14.1  /  15.2  /  8.5 ,48.2%,3.3%,205,0.1%,"9,480"
17,Astra,controller,Competitive,Fracture,Silver 3,1.06, 15.3  /  14.5  /  6 ,47.7%,1.1%,212,0.1%,"3,205"
18,Omen,controller,Competitive,Fracture,Silver 3,0.98, 14.7  /  15  /  6 ,47.4%,4.8%,207,0.1%,"13,681"
19,Yoru,duelist,Competitive,Fracture,Silver 3,1.01, 15.6  /  15.4  /  4.4 ,47.2%,1.7%,221,0.1%,"4,969"
20,Harbor,controller,Competitive,Fracture,Silver 3,0.91, 13.8  /  15.1  /  5.8 ,46.3%,0.9%,195,0.1%,"2,616"
1,Phoenix,duelist,Competitive,Pearl,Silver 3,1.16, 17.5  /  15.1  /  4.7 ,51.6%,4.4%,249,0.1%,"12,508"
2,Killjoy,sentinel,Competitive,Pearl,Silver 3,1.0, 14.1  /  14.1  /  4.3 ,51.5%,5.3%,202,0.2%,"15,028"
3,Sage,sentinel,Competitive,Pearl,Silver 3,0.9, 13.2  /  14.6  /  7.1 ,50.8%,11.1%,188,0.1%,"31,860"
4,Raze,duelist,Competitive,Pearl,Silver 3,1.07, 16.6  /  15.5  /  5.1 ,50.8%,6.2%,243,0.1%,"17,669"
5,Reyna,duelist,Competitive,Pearl,Silver 3,1.21, 18.5  /  15.3  /  4.7 ,50.6%,13.5%,261,0.1%,"38,544"
6,Astra,controller,Competitive,Pearl,Silver 3,1.06, 15.1  /  14.2  /  6 ,50.2%,2.4%,210,0.1%,"6,774"
7,Brimstone,controller,Competitive,Pearl,Silver 3,0.97, 14.4  /  14.8  /  7.6 ,50.1%,4.7%,208,0.1%,"13,531"
8,Viper,controller,Competitive,Pearl,Silver 3,1.01, 14.6  /  14.6  /  5.9 ,50.0%,6.0%,207,0.2%,"17,123"
9,Jett,duelist,Competitive,Pearl,Silver 3,1.13, 17.5  /  15.5  /  4 ,49.6%,8.6%,248,0.1%,"24,729"
10,Fade,initiator,Competitive,Pearl,Silver 3,0.96, 14.3  /  14.9  /  6.3 ,49.2%,6.5%,202,0.1%,"18,634"
11,Chamber,sentinel,Competitive,Pearl,Silver 3,1.1, 16.1  /  14.6  /  3.3 ,49.0%,3.5%,221,0.1%,"10,115"
12,Cypher,sentinel,Competitive,Pearl,Silver 3,1.01, 14.4  /  14.3  /  5 ,48.8%,4.0%,201,0.2%,"11,506"
13,Breach,initiator,Competitive,Pearl,Silver 3,0.94, 14.5  /  15.4  /  6.3 ,48.7%,2.1%,205,0.1%,"5,924"
14,Neon,duelist,Competitive,Pearl,Silver 3,1.02, 16.4  /  16.1  /  4.4 ,48.5%,2.7%,235,0.1%,"7,701"
15,Sova,initiator,Competitive,Pearl,Silver 3,0.98, 14.4  /  14.6  /  5.5 ,48.4%,3.5%,206,0.1%,"9,983"
16,Skye,initiator,Competitive,Pearl,Silver 3,0.94, 14.1  /  15.1  /  7.7 ,48.4%,3.6%,201,0.1%,"10,235"
17,Yoru,duelist,Competitive,Pearl,Silver 3,1.04, 16  /  15.4  /  4.4 ,48.1%,2.0%,225,0.1%,"5,696"
18,Omen,controller,Competitive,Pearl,Silver 3,0.99, 14.9  /  15.1  /  6.1 ,47.3%,4.8%,210,0.1%,"13,781"
19,Harbor,controller,Competitive,Pearl,Silver 3,0.9, 13.8  /  15.3  /  5.9 ,47.0%,1.5%,193,0.1%,"4,161"
20,KAY/O,initiator,Competitive,Pearl,Silver 3,0.92, 14.1  /  15.4  /  8.3 ,46.8%,3.7%,206,0.1%,"10,549"
1,Phoenix,duelist,Competitive,Lotus,Silver 3,1.14, 17.2  /  15.1  /  4.5 ,51.4%,4.2%,244,0.1%,"11,887"
2,Reyna,duelist,Competitive,Lotus,Silver 3,1.21, 18.4  /  15.3  /  4.5 ,50.7%,13.7%,259,0.1%,"38,893"
3,Brimstone,controller,Competitive,Lotus,Silver 3,0.99, 14.6  /  14.8  /  7.4 ,50.6%,4.9%,210,0.1%,"13,970"
4,Sage,sentinel,Competitive,Lotus,Silver 3,0.93, 13.7  /  14.7  /  6.9 ,50.6%,10.2%,194,0.1%,"28,957"
5,Killjoy,sentinel,Competitive,Lotus,Silver 3,1.0, 14.2  /  14.3  /  4 ,50.2%,6.2%,202,0.2%,"17,535"
6,Raze,duelist,Competitive,Lotus,Silver 3,1.07, 16.8  /  15.6  /  5.1 ,50.1%,7.4%,246,0.1%,"21,170"
7,Jett,duelist,Competitive,Lotus,Silver 3,1.13, 17.5  /  15.6  /  3.9 ,50.0%,8.4%,247,0.1%,"23,786"
8,Astra,controller,Competitive,Lotus,Silver 3,1.05, 15.2  /  14.5  /  5.5 ,49.8%,1.7%,210,0.1%,"4,733"
9,Sova,initiator,Competitive,Lotus,Silver 3,0.98, 14.5  /  14.8  /  5.3 ,49.8%,3.2%,207,0.1%,"9,227"
10,Viper,controller,Competitive,Lotus,Silver 3,1.0, 14.7  /  14.7  /  5.4 ,49.7%,2.6%,207,0.1%,"7,341"
11,Omen,controller,Competitive,Lotus,Silver 3,0.99, 14.9  /  15.1  /  6 ,49.5%,7.3%,209,0.1%,"20,638"
12,Breach,initiator,Competitive,Lotus,Silver 3,0.95, 14.6  /  15.4  /  6.3 ,49.3%,4.3%,205,0.1%,"12,242"
13,Neon,duelist,Competitive,Lotus,Silver 3,1.03, 16.5  /  16  /  4.3 ,49.2%,2.8%,236,0.1%,"7,884"
14,Chamber,sentinel,Competitive,Lotus,Silver 3,1.1, 16.3  /  14.8  /  3.2 ,48.8%,3.3%,225,0.1%,"9,429"
15,Cypher,sentinel,Competitive,Lotus,Silver 3,1.01, 14.7  /  14.5  /  4.8 ,48.7%,3.6%,204,0.2%,"10,132"
16,Fade,initiator,Competitive,Lotus,Silver 3,0.96, 14.4  /  15  /  6.1 ,48.6%,4.5%,203,0.1%,"12,704"
17,Skye,initiator,Competitive,Lotus,Silver 3,0.94, 14  /  15  /  7.4 ,48.3%,4.5%,200,0.1%,"12,679"
18,KAY/O,initiator,Competitive,Lotus,Silver 3,0.92, 14.1  /  15.3  /  8.6 ,46.8%,3.8%,206,0.1%,"10,782"
19,Yoru,duelist,Competitive,Lotus,Silver 3,1.01, 15.6  /  15.5  /  4.3 ,46.8%,2.0%,219,0.1%,"5,621"
20,Harbor,controller,Competitive,Lotus,Silver 3,0.91, 14  /  15.4  /  5.6 ,46.3%,1.6%,196,0.1%,"4,560"
1,Brimstone,controller,Competitive,All,Gold 1,0.96, 14.3  /  14.8  /  7.9 ,50.6%,5.5%,205,0.1%,"99,836"
2,Killjoy,sentinel,Competitive,All,Gold 1,0.99, 14  /  14.2  /  4 ,50.2%,6.7%,200,0.2%,"122,768"
3,Sage,sentinel,Competitive,All,Gold 1,0.9, 13.3  /  14.7  /  7.1 ,49.9%,11.2%,188,0.1%,"204,076"
4,Reyna,duelist,Competitive,All,Gold 1,1.16, 17.9  /  15.5  /  4.5 ,49.9%,12.7%,252,0.1%,"231,392"
5,Astra,controller,Competitive,All,Gold 1,1.02, 14.8  /  14.5  /  6 ,49.9%,1.6%,205,0.1%,"29,696"
6,Phoenix,duelist,Competitive,All,Gold 1,1.11, 16.9  /  15.3  /  4.6 ,49.8%,3.7%,240,0.1%,"67,683"
